AppID,Name,Tag,Developers,Publishers,Positive Reviews,Negative Reviews,Median Owners,Average Playtime,Median Playtime,CCU,Price,Initial Price,Discount
578080,PUBG BATTLEGROUNDS,Indie,KRAFTON Inc,KRAFTON Inc,1349921,971098,75000000,23319,5307,552438,0.00,0.00,0
1623730,Palworld,Indie,Pocketpair,Pocketpair,263249,16783,75000000,2805,1782,111177,29.99,29.99,0
252490,Rust,Indie,Facepunch Studios,Facepunch Studios,903173,133756,35000000,25735,3083,87862,39.99,39.99,0
304930,Unturned,Indie,Smartly Dressed Games,Smartly Dressed Games,490263,45451,35000000,7605,284,54865,0.00,0.00,0
105600,Terraria,Indie,ReLogic,ReLogic,1231267,29678,35000000,7682,2290,27751,9.99,9.99,0
291550,Brawlhalla,Indie,Blue Mammoth Games,Ubisoft,295384,62042,35000000,3401,214,16200,0.00,0.00,0
4000,Garrys Mod,Indie,Facepunch Studios,Valve,1017436,34246,35000000,11563,1414,22156,9.99,9.99,0
431960,Wallpaper Engine,Indie,Wallpaper Engine Team,Wallpaper Engine Team,742177,14692,35000000,3932,904,103547,3.99,3.99,0
346110,ARK Survival Evolved,Indie,Studio Wildcard Instinct Games Efecto Studios Virtual Basement LLC,Studio Wildcard Snail Games USA,567127,114748,35000000,10800,846,26137,14.99,14.99,0
945360,Among Us,Indie,Innersloth,Innersloth,624349,55859,35000000,1503,636,5063,2.99,4.99,40
892970,Valheim,Indie,Iron Gate AB,Coffee Stain Publishing,419409,23158,35000000,4241,1512,21856,19.99,19.99,0
238960,Path of Exile,Indie,Grinding Gear Games,Grinding Gear Games,193147,24126,35000000,6839,316,10679,0.00,0.00,0
413150,Stardew Valley,Indie,ConcernedApe,ConcernedApe,646958,11528,35000000,4171,1510,46788,14.99,14.99,0
322330,Dont Starve Together,Indie,Klei Entertainment,Klei Entertainment,426744,18954,35000000,3236,511,33679,14.99,14.99,0
1097150,Fall Guys Ultimate Knockout,Indie,Mediatonic,Ravenscourt,387811,89154,35000000,1438,540,1485,0.00,0.00,0
272060,Serena,Indie,Senscape,Senscape,4895,1453,15000000,62,2,4,0.00,0.00,0
227300,Euro Truck Simulator ,Indie,SCS Software,SCS Software,725395,19123,15000000,5707,1593,31070,19.99,19.99,0
227940,Heroes  Generals,Indie,TLM Partners,TLM Partners,96635,46969,15000000,849,76,12,0.00,0.00,0
739630,Phasmophobia,Indie,Kinetic Games,Kinetic Games,636088,26313,15000000,1783,727,13400,13.99,13.99,0
252950,Rocket League,Indie,Psyonix LLC,Psyonix LLC,507706,69553,15000000,16826,2193,33003,0.00,0.00,0
648800,Raft,Indie,Redbeet Interactive,Axolot Games,283894,19405,15000000,1559,1013,7794,19.99,19.99,0
301520,Robocraft,Indie,Freejam,Freejam,86640,32165,15000000,1835,221,150,0.00,0.00,0
108600,Project Zomboid,Indie,The Indie Stone,The Indie Stone,264168,16515,15000000,3343,735,25201,19.99,19.99,0
477160,Human Fall Flat,Indie,No Brakes Games,Curve Games,187244,10435,15000000,758,360,4671,5.99,19.99,70
251570, Days to Die,Indie,The Fun Pimps,The Fun Pimps Entertainment LLC,267468,34931,15000000,5844,1511,25714,24.99,24.99,0
417910,Street Warriors Online,Indie,Crazy Rocks Studios,Crazy Rocks Studios,953,691,15000000,121,32,0,1.99,1.99,0
367520,Hollow Knight,Indie,Team Cherry,Team Cherry,328578,9561,15000000,1592,769,5799,14.99,14.99,0
250900,The Binding of Isaac Rebirth,Indie,Nicalis Inc Edmund McMillen,Nicalis Inc,273498,6846,15000000,9494,3781,22024,14.99,14.99,0
532210,Life is Strange ,Indie,DONTNOD Entertainment Feral Interactive Mac Feral Interactive Linux,Square Enix Feral Interactive Mac Feral Interactive Linux,27198,4648,15000000,439,196,164,31.96,31.96,0
96000,The Tiny Bang Story,Indie,Colibri Games,Colibri Games,5490,778,7500000,298,304,7,4.99,4.99,0
204360,Castle Crashers,Indie,The Behemoth,The Behemoth,103845,4074,7500000,521,271,432,14.99,14.99,0
221100,DayZ,Indie,Bohemia Interactive,Bohemia Interactive,287587,94555,7500000,9140,1913,41593,44.99,44.99,0
224260,No More Room in Hell,Indie,No More Room in Hell Team,Lever Games,63156,7086,7500000,411,98,528,0.00,0.00,0
489520,Minion Masters,Indie,BetaDwarf,BetaDwarf,56308,6331,7500000,611,127,545,0.00,0.00,0
466240,Deceit,Indie,World Makers,World Makers,72900,18994,7500000,510,106,844,0.00,0.00,0
370910,Kathy Rain,Indie,Clifftop Games,Raw Fury,3368,281,7500000,1605,271,2,9.99,9.99,0
632360,Risk of Rain ,Indie,Hopoo Games,Gearbox Publishing,256070,9870,7500000,3843,1382,6857,24.99,24.99,0
275390,Guacamelee Super Turbo Championship Edition,Indie,DrinkBox Studios,DrinkBox Studios,5965,482,7500000,202,90,11,14.99,14.99,0
278360,A Story About My Uncle,Indie,Gone North Games,Coffee Stain Publishing,26197,2358,7500000,825,238,10,14.99,14.99,0
322170,Geometry Dash,Indie,RobTop Games,RobTop Games,316084,22020,7500000,4309,421,19048,3.99,3.99,0
275850,No Mans Sky,Indie,Hello Games,Hello Games,232916,58878,7500000,2802,991,6602,59.99,59.99,0
427520,Factorio,Indie,Wube Software LTD,Wube Software LTD,174936,6064,7500000,8163,2782,13950,35.00,35.00,0
219990,Grim Dawn,Indie,Crate Entertainment,Crate Entertainment,85668,5721,7500000,2931,820,3187,24.99,24.99,0
700330,SCP Secret Laboratory,Indie,Northwood Studios,Northwood Studios,170390,15328,7500000,1930,67,6574,0.00,0.00,0
387990,Scrap Mechanic,Indie,Axolot Games,Axolot Games,97617,7632,7500000,3244,826,1682,19.99,19.99,0
899770,Last Epoch,Indie,Eleventh Hour Games,Eleventh Hour Games,65351,19412,7500000,4302,1719,103832,34.99,34.99,0
242760,The Forest,Indie,Endnight Games Ltd,Endnight Games Ltd,507758,23911,7500000,1586,819,5170,19.99,19.99,0
219640,Chivalry Medieval Warfare,Indie,Torn Banner Studios,Torn Banner Studios,54401,11519,7500000,623,249,72,24.99,24.99,0
363970,Clicker Heroes,Indie,Playsaurus,Playsaurus,53898,6130,7500000,6579,432,2538,0.00,0.00,0
225840,Sven Coop,Indie,Sven Coop team,Sven Coop team,27566,1858,7500000,1832,108,354,0.00,0.00,0
1794680,Vampire Survivors,Indie,poncle,poncle,222716,3230,7500000,1932,1277,4800,4.99,4.99,0
319630,Life is Strange  Episode ,Indie,DONTNOD Entertainment Feral Interactive Mac Feral Interactive Linux,Square Enix Feral interactive Mac Feral Interactive Linux,157299,6271,7500000,368,156,241,0.00,0.00,0
264710,Subnautica,Indie,Unknown Worlds Entertainment,Unknown Worlds Entertainment,253882,8398,7500000,2235,1111,2745,29.99,29.99,0
238460,BattleBlock Theater,Indie,The Behemoth,The Behemoth,67852,1916,7500000,438,250,117,14.99,14.99,0
526870,Satisfactory,Indie,Coffee Stain Studios,Coffee Stain Publishing,150240,4616,7500000,3930,1858,8690,29.99,29.99,0
646570,Slay the Spire,Indie,Mega Crit Games,Mega Crit Games,146632,3201,7500000,5695,3250,17890,24.99,24.99,0
1145360,Hades,Indie,Supergiant Games,Supergiant Games,242706,3822,7500000,2323,1255,3911,24.99,24.99,0
233450,Prison Architect,Indie,Double Eleven Introversion Software,Paradox Interactive,61522,7131,7500000,2241,758,1012,29.99,29.99,0
629760,MORDHAU,Indie,Triternion,Triternion,88876,21486,7500000,4786,1305,1312,29.99,29.99,0
677620,Splitgate Arena Warfare,Indie,Games, Games,101566,9432,7500000,527,294,284,0.00,0.00,0
346900,AdVenture Capitalist,Indie,Hyper Hippo Games,Hyper Hippo Games,50094,6795,7500000,1193,316,981,0.00,0.00,0
435150,Divinity Original Sin   Definitive Edition,Indie,Larian Studios,Larian Studios,169491,7105,7500000,4987,2589,5230,44.99,44.99,0
244210,Assetto Corsa,Indie,Kunos Simulazioni,Kunos Simulazioni,109928,8773,7500000,2416,168,11152,19.99,19.99,0
555570,Infestation The New Z,Indie,Fredaikis AB,OP Productions LLC,18026,15607,7500000,1272,62,302,0.00,0.00,0
588650,Dead Cells,Indie,Motion Twin,Motion Twin,144163,4158,7500000,1941,1055,4879,24.99,24.99,0
273110,CounterStrike Nexon Studio,Indie,Valve NEXON,NEXON,27650,14013,7500000,2019,51,886,0.00,0.00,0
223710,Cry of Fear,Indie,Team Psykskallar,Team Psykskallar,51748,7097,7500000,311,53,715,0.00,0.00,0
698780,Doki Doki Literature Club,Indie,Team Salvato,Team Salvato,190007,6847,7500000,227,84,441,0.00,0.00,0
397900,Business Tour  Board Game with Online Multiplayer,Indie,Floor,Floor,43786,27930,7500000,544,276,1363,0.00,0.00,0
232770,POSTAL,Indie,Running With Scissors,Running With Scissors,7647,864,7500000,211,241,24,67.95,67.95,0
223470,POSTAL ,Indie,Running With Scissors,Running With Scissors,93932,3320,7500000,640,262,488,9.99,9.99,0
208090,Loadout,Indie,Edge of Reality,Edge of Reality,34378,5158,7500000,293,107,2,0.00,0.00,0
268910,Cuphead,Indie,Studio MDHR Entertainment Inc,Studio MDHR Entertainment Inc,150611,5596,7500000,1009,349,1273,19.99,19.99,0
15700,Oddworld Abes Oddysee,Indie,Oddworld Inhabitants,Oddworld Inhabitants,3566,603,7500000,233,212,14,2.99,2.99,0
1118200,People Playground,Indie,mestiez,Studio Minus,232650,3102,7500000,1954,241,5510,9.99,9.99,0
424840,Little Nightmares,Indie,Tarsier Studios,BANDAI NAMCO Entertainment,93350,5069,7500000,220,97,571,7.49,29.99,75
513710,SCUM,Indie,Gamepires,Jagex Ltd,74716,25705,7500000,7017,1263,18610,39.99,39.99,0
285800,Braveland,Indie,Tortuga Team,Tortuga Team,2482,550,7500000,1210,260,3,9.99,9.99,0
3590,Plants vs Zombies GOTY Edition,Indie,PopCap Games Inc,PopCap Games Inc Electronic Arts,119338,3009,7500000,1308,543,4715,4.99,4.99,0
48700,Mount  Blade Warband,Indie,TaleWorlds Entertainment,TaleWorlds Entertainment,154756,3575,7500000,8527,2987,10793,19.99,19.99,0
1332010,Stray,Indie,BlueTwelve Studio,Annapurna Interactive,131802,3673,3500000,409,379,375,29.99,29.99,0
294100,RimWorld,Indie,Ludeon Studios,Ludeon Studios,176215,3405,3500000,18111,3358,19261,34.99,34.99,0
391540,Undertale,Indie,tobyfox,tobyfox,212624,7361,3500000,634,325,718,9.99,9.99,0
252130,Divide By Sheep,Indie,Victor Solodilov Denis Novikov,tinyBuild,2340,233,3500000,120,62,2,4.99,4.99,0
211820,Starbound,Indie,Chucklefish,Chucklefish,150737,12073,3500000,3821,1172,1283,14.99,14.99,0
552500,Warhammer Vermintide ,Indie,Fatshark,Fatshark,101245,18358,3500000,1585,458,4178,5.99,29.99,80
238320,Outlast,Indie,Red Barrels,Red Barrels,108524,4013,3500000,317,147,295,19.99,19.99,0
548430,Deep Rock Galactic,Indie,Ghost Ship Games,Coffee Stain Publishing,270809,8075,3500000,3317,683,20059,29.99,29.99,0
42910,Magicka,Indie,Arrowhead Game Studios,Paradox Interactive,26370,3803,3500000,607,254,42,9.99,9.99,0
200210,Realm of the Mad God Exalt,Indie,Wild Shadow Studios Deca Games,Deca Games,37538,7556,3500000,2176,72,1888,0.00,0.00,0
1049590,Eternal Return Black Survival,Indie,Nimble Neuron,Kakao Games Europe BV EUNAOCE Nimble Neuron Excluding EUNAOCE,43311,11736,3500000,3156,246,13501,0.00,0.00,0
466560,Northgard,Indie,Shiro Games,Shiro Unlimited,50625,7185,3500000,2664,729,2338,8.99,29.99,70
262060,Darkest Dungeon,Indie,Red Hook Studios,Red Hook Studios,121236,11100,3500000,2257,850,3306,24.99,24.99,0
57300,Amnesia The Dark Descent,Indie,Frictional Games,Frictional Games,30436,1717,3500000,254,81,53,19.99,19.99,0
222880,Insurgency,Indie,New World Interactive,New World Interactive,114594,10256,3500000,882,255,366,14.99,14.99,0
286160,Tabletop Simulator,Indie,Berserk Games,Berserk Games,60279,3753,3500000,1452,482,6390,19.99,19.99,0
508440,Totally Accurate Battle Simulator,Indie,Landfall,Landfall,117422,2575,3500000,999,245,1365,19.99,19.99,0
960090,Bloons TD ,Indie,Ninja Kiwi,Ninja Kiwi,290862,7800,3500000,3590,1633,9610,13.99,13.99,0
744900,Dead Frontier ,Indie,Creaky Corpse Ltd,Creaky Corpse Ltd,17113,6962,3500000,594,61,1065,0.00,0.00,0
24240,PAYDAY The Heist,Indie,OVERKILL Software,Daybreak Game Company,37138,2634,3500000,483,177,32,14.99,14.99,0
244850,Space Engineers,Indie,Keen Software House,Keen Software House,111114,14556,3500000,5559,719,6079,19.99,19.99,0
240720,Getting Over It with Bennett Foddy,Indie,Bennett Foddy,Bennett Foddy,55896,11907,3500000,341,123,429,7.99,7.99,0
1366540,Dyson Sphere Program,Indie,Youthcat Studio,Gamera Games,75804,1780,3500000,9160,1011,5895,19.99,19.99,0
871720,Ultimate Custom Night,Indie,Scott Cawthon,Scott Cawthon,52097,2568,3500000,188,61,140,0.00,0.00,0
1677740,Stumble Guys,Indie,Scopely,Scopely,94138,15682,3500000,314,84,4891,0.00,0.00,0
620980,Beat Saber,Indie,Beat Games,Beat Games,68627,3089,3500000,2347,860,746,29.99,29.99,0
671860,BattleBit Remastered,Indie,SgtOkiDoki Vilaskis TheLiquidHorse,SgtOkiDoki,112498,14081,3500000,1446,553,2556,14.99,14.99,0
50,HalfLife Opposing Force,Indie,Gearbox Software,Valve,20364,1031,3500000,273,173,105,4.99,4.99,0
761890,Albion Online,Indie,Sandbox Interactive GmbH,Sandbox Interactive GmbH,55430,14454,3500000,1719,137,9612,0.00,0.00,0
304430,INSIDE,Indie,Playdead,Playdead,54791,1831,3500000,299,244,223,19.99,19.99,0
311690,Enter the Gungeon,Indie,Dodge Roll,Devolver Digital,74924,3277,3500000,1896,568,1032,14.99,14.99,0
48000,LIMBO,Indie,Playdead,Playdead,47572,3594,3500000,172,90,150,9.99,9.99,0
200710,Torchlight II,Indie,Runic Games,Gearbox Publishing,40030,3061,3500000,1047,587,332,19.99,19.99,0
506540,Last Man Standing,Indie,Free Reign Entertainment Free Reign Entertainment,Free Reign Entertainment,10949,6936,3500000,212,48,0,0.00,0.00,0
1832640,Mirror  Project X,Indie,KAGAMI  WORKs,NIJICO,29527,88360,3500000,310,180,30,1.99,1.99,0
1721470,Poppy Playtime,Indie,Mob Entertainment,Mob Entertainment,57058,12467,3500000,94,59,1919,0.00,0.00,0
312990,The Expendabros,Indie,Free Lives,Devolver Digital,17510,502,3500000,237,58,20,0.00,0.00,0
1868140,DAVE THE DIVER,Indie,MINTROCKET,MINTROCKET,89384,2351,3500000,1266,766,3698,19.99,19.99,0
323190,Frostpunk,Indie,bit studios, bit studios,93828,7941,3500000,1212,551,4400,5.99,29.99,80
674940,Stick Fight The Game,Indie,Landfall West,Landfall,109067,7336,3500000,470,216,411,4.99,4.99,0
457140,Oxygen Not Included,Indie,Klei Entertainment,Klei Entertainment,108675,3708,3500000,4709,719,11250,24.99,24.99,0
351940,The Descendant,Indie,Gaming Corps AB,Microids Indie Microids,5968,769,3500000,1027,250,609,14.99,14.99,0
220200,Kerbal Space Program,Indie,Squad,Private Division ,113829,6037,3500000,4693,498,1838,9.99,39.99,75
265630,Fistful of Frags,Indie,Fistful of Frags Team,Fistful of Frags Team,32431,3040,3500000,338,62,99,0.00,0.00,0
613100,House Flipper,Indie,Empyrean,Frozen District PlayWay SA,80056,5057,3500000,1557,739,1752,24.99,24.99,0
270880,American Truck Simulator,Indie,SCS Software,SCS Software,142653,4766,3500000,2510,730,7500,19.99,19.99,0
245170,Skullgirls nd Encore,Indie,Hidden Variable Studios,Autumn Games,28422,11008,3500000,363,244,180,24.99,24.99,0
209080,Guns of Icarus Online,Indie,Muse Games,Muse Games,13179,1461,3500000,426,285,1,4.99,4.99,0
418460,Rising Storm  Vietnam,Indie,Antimatter Games Tripwire Interactive,Tripwire Interactive,46550,7225,3500000,2415,967,420,24.99,24.99,0
99900,Spiral Knights,Indie,Grey Havens,Grey Havens,19548,3714,3500000,1259,74,127,0.00,0.00,0
439190,Stories The Path of Destinies,Indie,Spearhead Games,Spearhead Games,5649,749,3500000,269,303,4,14.99,14.99,0
407530,ARK Survival Of The Fittest,Indie,Studio Wildcard Instinct Games Efecto Studios Virtual Basement LLC,Studio Wildcard,7625,3892,3500000,105,13,29,14.99,14.99,0
35720,Trine  Complete Story,Indie,Frozenbyte,Frozenbyte,20259,952,3500000,459,271,75,4.99,19.99,75
335240,Transformice,Indie,Atelier,Atelier ,23192,3184,3500000,323,39,1405,0.00,0.00,0
219150,Hotline Miami,Indie,Dennaton Games,Devolver Digital,90276,2523,3500000,413,259,173,9.99,9.99,0
1260320,Party Animals,Indie,Recreate Games,Source Technology,30821,11174,3500000,505,258,4061,19.99,19.99,0
918570,Century Age of Ashes,Indie,Playwing LTD,Playwing LTD,12497,4214,3500000,123,82,125,0.00,0.00,0
274190,Broforce,Indie,Free Lives,Devolver Digital,54215,1665,3500000,632,367,430,14.99,14.99,0
219740,Dont Starve,Indie,Klei Entertainment,Klei Entertainment,102310,3445,3500000,1580,268,2025,9.99,9.99,0
728880,Overcooked ,Indie,Ghost Town Games Ltd Team,Team,53395,5500,3500000,1316,431,5605,24.99,24.99,0
1057090,Ori and the Will of the Wisps,Indie,Moon Studios GmbH,Xbox Game Studios,119875,4211,3500000,2091,949,1497,29.99,29.99,0
376210,The Isle,Indie,Afterthought LLC,Afterthought LLC,62807,13939,3500000,6228,1490,4825,19.99,19.99,0
212680,FTL Faster Than Light,Indie,Subset Games,Subset Games,67500,3084,3500000,2385,639,1217,9.99,9.99,0
368230,Kingdom Classic,Indie,Noio Licorice,Raw Fury,19130,1980,3500000,366,228,63,0.00,0.00,0
232090,Killing Floor ,Indie,Tripwire Interactive,Tripwire Interactive,103799,14413,3500000,2256,646,2746,29.99,29.99,0
247080,Crypt of the NecroDancer,Indie,Brace Yourself Games,Brace Yourself Games Klei Entertainment,22636,949,3500000,813,301,222,2.99,14.99,80
1289310,Helltaker,Indie,vanripper,vanripper,114616,2547,3500000,86,60,124,0.00,0.00,0
361420,ASTRONEER,Indie,System Era Softworks,System Era Softworks,106427,9265,3500000,2102,870,2648,29.99,29.99,0
113200,The Binding of Isaac,Indie,Edmund McMillen Florian Himsl,Edmund McMillen,55020,2793,3500000,1228,211,318,4.99,4.99,0
391720,Layers of Fear ,Indie,Bloober Team SA,Bloober Team SA,22728,2804,3500000,213,242,24,19.99,19.99,0
262410,World of Guns Gun Disassembly,Indie,Noble Empire Corp,Noble Empire Corp,15572,2948,3500000,88,33,154,0.00,0.00,0
204880,Sins of a Solar Empire Rebellion,Indie,Ironclad Games Stardock Entertainment,Stardock Entertainment,14384,1045,3500000,1248,410,519,39.99,39.99,0
282070,This War of Mine,Indie,bit studios, bit studios,89125,6715,3500000,896,290,1167,19.99,19.99,0
386940,Ultimate Chicken Horse,Indie,Clever Endeavour Games,Clever Endeavour Games,38629,1684,3500000,631,410,1170,14.99,14.99,0
838350, The Scroll Of Taiwu,Indie,ConchShip Games,ConchShip Games,40693,17893,3500000,4521,645,2764,19.99,19.99,0
285900,Gang Beasts,Indie,Boneloaf Rocket Science,Boneloaf,46528,8765,3500000,432,145,499,7.99,19.99,60
274170,Hotline Miami  Wrong Number,Indie,Dennaton Games,Devolver Digital,52629,3420,3500000,1195,613,715,2.24,14.99,85
269210,Hero Siege,Indie,Panic Art Studios Ltd,Panic Art Studios Ltd,27745,11984,3500000,1563,465,249,7.99,7.99,0
1454400,Cookie Clicker,Indie,Orteil DashNet,Playsaurus,58671,1832,3500000,27130,4467,11297,4.99,4.99,0
265930,Goat Simulator,Indie,Coffee Stain Studios,Coffee Stain Publishing,59508,6226,3500000,289,129,87,9.99,9.99,0
379430,Kingdom Come Deliverance,Indie,Warhorse Studios,Warhorse Studios Prime Matter,99828,20245,3500000,2746,1224,2887,29.99,29.99,0
387290,Ori and the Blind Forest Definitive Edition,Indie,Moon Studios GmbH,Xbox Game Studios,58951,2796,3500000,639,491,493,19.99,19.99,0
65800,Dungeon Defenders,Indie,Chromatic Games,Chromatic Games,15776,1169,3500000,1664,593,232,14.99,14.99,0
242720,GunZ  The Second Duel,Indie,Masangsoft Inc,Masangsoft Inc,7042,3602,3500000,231,66,5,0.00,0.00,0
331470,Everlasting Summer,Indie,Soviet Games,Soviet Games,67910,3520,3500000,639,156,536,0.00,0.00,0
239030,Papers Please,Indie,Lucas Pope,,64954,1867,3500000,422,296,711,9.99,9.99,0
362890,Black Mesa,Indie,Crowbar Collective,Crowbar Collective,105449,5110,3500000,959,590,558,19.99,19.99,0
845070,The Awesome Adventures of Captain Spirit,Indie,DONTNOD Entertainment,Square Enix,12431,989,3500000,99,70,26,0.00,0.00,0
246620,Plague Inc Evolved,Indie,Ndemic Creations,Ndemic Creations,47810,2783,3500000,646,324,446,14.99,14.99,0
24200,DC Universe Online,Indie,Dimensional Ink Games,Daybreak Game Company,16217,3914,3500000,1528,190,437,0.00,0.00,0
1203620,Enshrouded,Indie,Keen Games GmbH,Keen Games GmbH,35880,5547,3500000,1821,1466,17727,29.99,29.99,0
11020,TrackMania Nations Forever,Indie,Nadeo,Ubisoft,19821,2277,3500000,1019,51,315,0.00,0.00,0
581320,Insurgency Sandstorm,Indie,New World Interactive,Focus Entertainment,100111,17525,3500000,2285,682,1994,9.89,29.99,67
107100,Bastion,Indie,Supergiant Games,Supergiant Games,34882,1649,3500000,314,168,32,14.99,14.99,0
248570,Toribash,Indie,Nabi Studios,Nicalis Inc,14456,1856,3500000,284,38,117,0.00,0.00,0
686810,Hell Let Loose,Indie,Team,Team,96813,20692,3500000,2160,985,6952,44.99,44.99,0
967050,Pacify,Indie,Shawn Hitchcock,Hitchcock Games,34580,5152,3500000,169,107,353,4.99,4.99,0
221910,The Stanley Parable,Indie,Galactic Cafe,Galactic Cafe,40854,3342,3500000,201,142,54,14.99,14.99,0
644560,Mirror,Indie,KAGAMI WORKS,Paradise Project,80419,2554,3500000,380,284,162,1.99,1.99,0
201790,Orcs Must Die ,Indie,Robot Entertainment,Robot Entertainment,17505,1239,3500000,956,389,60,14.99,14.99,0
992300, Bloody Spell,Indie,,,28368,3446,3500000,496,265,980,6.24,24.99,75
233860,Kenshi,Indie,LoFi Games,LoFi Games,76637,3800,3500000,4610,1140,4956,29.99,29.99,0
641990,The Escapists ,Indie,Team Mouldy Toof Studios,Team,26095,2671,3500000,673,321,364,19.99,19.99,0
346010,Besiege,Indie,Spiderling Studios,Spiderling Studios,44568,2079,3500000,538,250,223,14.99,14.99,0
427730,Whos Your Daddy,Indie,Evil Tortilla Games,Evil Tortilla Games,22524,5697,3500000,170,145,111,6.99,6.99,0
305620,The Long Dark,Indie,Hinterland Studio Inc,Hinterland Studio Inc,93741,9228,3500000,1638,321,2416,13.99,19.99,30
424370,Wolcen Lords of Mayhem,Indie,WOLCEN Studio,WOLCEN Studio,37742,29136,3500000,2049,1077,133,39.99,39.99,0
434650,Lost Castle  ,Indie,Hunter Studio,Neon Doctrine,19981,2888,3500000,1470,908,277,9.99,9.99,0
516750,My Summer Car,Indie,Amistech Games,Amistech Games,63232,3759,3500000,3793,2407,1934,14.99,14.99,0
504230,Celeste,Indie,Maddy Makes Games Inc Extremely OK Games Ltd,Maddy Makes Games Inc,87722,2127,3500000,1398,386,1754,4.99,19.99,75
431240,Golf With Your Friends,Indie,Blacklight Interactive Team,Team,54352,7020,3500000,652,369,1298,14.99,14.99,0
310560,DiRT Rally,Indie,Codemasters Feral Interactive Linux Feral Interactive Mac,Codemasters Feral Interactive Linux Feral Interactive Mac Electronic Arts,34551,4743,3500000,444,195,141,0.00,0.00,0
303390,Dead Bits,Indie,Microblast Games,SA Industry,4983,3440,3500000,319,356,2,0.49,4.99,90
1217060,Gunfire Reborn,Indie,Duoyi Games,Duoyi Games,87005,5909,3500000,2622,1151,2465,19.99,19.99,0
393380,Squad,Indie,Offworld,Offworld,137979,30895,3500000,4797,1444,12775,49.99,49.99,0
35700,Trine Enchanted Edition,Indie,Frozenbyte,Frozenbyte,14048,606,3500000,258,175,63,3.74,14.99,75
242920,Banished,Indie,Shining Rock Software LLC,Shining Rock Software LLC,36937,3966,3500000,1350,544,736,19.99,19.99,0
210770,Sanctum ,Indie,Coffee Stain Studios,Coffee Stain Publishing,12668,1408,3500000,222,132,23,14.99,14.99,0
236110,Dungeon Defenders II,Indie,Chromatic Games,Chromatic Games,16418,4732,3500000,2382,146,441,0.00,0.00,0
261570,Ori and the Blind Forest,Indie,Moon Studios GmbH,Xbox Game Studios,51122,2764,3500000,585,488,372,0.00,0.00,0
1128810,RISK Global Domination,Indie,SMG Studio,SMG Studio,28174,6575,3500000,509,186,2883,0.00,0.00,0
41070,Serious Sam  BFE,Indie,Croteam,Devolver Digital,23490,3112,3500000,674,328,79,29.99,29.99,0
437900,Party Jousting,Indie,vikingfabiancom,vikingfabiancom,657,60,3500000,284,16,1,0.00,0.00,0
40800,Super Meat Boy,Indie,Team Meat,,31843,1811,3500000,470,142,94,14.99,14.99,0
389570,Mitosis The Game,Indie,Freakinware Studios,Freakinware Studios,9503,2259,3500000,2486,62,79,0.00,0.00,0
644930,They Are Billions,Indie,Numantian Games,Numantian Games,38551,6708,3500000,1551,843,3231,29.99,29.99,0
470220,UNO,Indie,Ubisoft Entertainment,Ubisoft Entertainment,35116,12940,3500000,481,201,336,9.99,9.99,0
204300,Awesomenauts  the D moba,Indie,Ronimo Games,Ronimo Games,22561,4089,3500000,5182,160,37,0.00,0.00,0
1943950,Escape the Backrooms,Indie,Fancy Games,Fancy Games,56731,5835,3500000,486,395,4537,9.99,9.99,0
848450,Subnautica Below Zero,Indie,Unknown Worlds Entertainment,Unknown Worlds Entertainment,77646,7597,3500000,1652,1411,888,29.99,29.99,0
774171,Muse Dash,Indie,peropero,hasuhasu,95677,11752,3500000,689,211,1595,2.99,2.99,0
343710,Kholat,Indie,IMGNPRO,IMGNPRO,4353,2127,3500000,1459,303,2,19.99,19.99,0
1274570,DEVOUR,Indie,Straight Back Games,Straight Back Games,65311,6090,3500000,340,192,2167,4.99,4.99,0
319510,Five Nights at Freddys,Indie,Scott Cawthon,Scott Cawthon,43971,3195,3500000,337,75,83,4.99,4.99,0
414340,Hellblade Senuas Sacrifice,Indie,Ninja Theory,Ninja Theory,57836,5958,3500000,316,236,184,29.99,29.99,0
323580,Jotun Valhalla Edition,Indie,Thunder Lotus Games,Thunder Lotus Games,6424,1862,3500000,223,115,8,14.99,14.99,0
265590,The Red Solstice,Indie,Ironward,Ironward,1739,687,3500000,397,306,2,9.99,9.99,0
3830,Psychonauts,Indie,Double Fine Productions,Double Fine Productions,15744,799,3500000,544,215,49,9.99,9.99,0
527230,For The King,Indie,IronOak Games,Curve Games,33752,4395,3500000,1505,1243,1888,4.99,19.99,75
282140,SOMA,Indie,Frictional Games,Frictional Games,37267,1563,3500000,392,332,62,29.99,29.99,0
823130,Totally Accurate Battlegrounds,Indie,Landfall,Landfall,73787,9748,3500000,284,75,275,0.00,0.00,0
881100,Noita,Indie,Nolla Games,Nolla Games,59135,2885,3500000,825,426,1796,19.99,19.99,0
433340,Slime Rancher,Indie,Monomi Park,Monomi Park,115273,2433,3500000,980,568,686,19.99,19.99,0
1167630,Teardown,Indie,Tuxedo Labs,Tuxedo Labs Saber Interactive,82194,3822,3500000,681,273,2139,29.99,29.99,0
317360,Double Action Boogaloo,Indie,Double Action Factory,Double Action Factory,10450,796,3500000,109,42,12,0.00,0.00,0
436520,Line of Sight,Indie,BlackSpot Entertainment,BlackSpot Entertainment,5411,3693,3500000,178,52,22,0.00,0.00,0
738060,Freddy Fazbears Pizzeria Simulator,Indie,Scott Cawthon,Scott Cawthon,25961,1608,3500000,169,62,70,0.00,0.00,0
